nom_annonce;url_annonce;prix;annee;kilometrage;puissance_cv;carburant;boite_vitesse;code_postal;age_voiture
Dacia Duster;https://www.autosphere.fr/fiche-mixte/auto-occasion-dacia-duster-1-6-hybrid-140ch-journey-02300-chauny-250686;28499;2025;3165;5;Hybride;Automatique;2;1
Citroen C3 Aircross;https://www.autosphere.fr/fiche-mixte/auto-occasion-citroen-c3-aircross-1-2-turbo-100ch-plus-63000-clermont-ferrand-st42727124;22900;2025;5000;5;Essence;Manuelle;63;1
Citroen C4;https://www.autosphere.fr/fiche4/auto-occasion-citroen-c4-bluehdi-100ch-millenium-73203-albertville-211833;9680;2016;93039;5;Diesel;Manuelle;73;10
Mini Countryman;https://www.autosphere.fr/fiche/auto-occasion-mini-countryman-one-102ch-oakwood-bva7-euro6d-t-64100-bayonne-122464;20999;2019;68620;6;Essence;Automatique;64;7
Renault Master;https://www.autosphere.fr/fiche/auto-occasion-renault-master-r3500-l2-2-3-blue-dci-130ch-confort-eurovi-benne-basculante-51000-chalons-en-champagne-021635;26999;2022;37315;8;Diesel;Manuelle;51;4
Renault Clio;https://www.autosphere.fr/fiche-mixte/auto-occasion-renault-clio-1-0-tce-90ch-equilibre-02000-laon-250896;15299;2023;22660;5;Essence;Manuelle;2;3
Renault Mégane;https://www.autosphere.fr/fiche4/auto-occasion-renault-megane-e-tech-electric-220ch-techno-autonomie-confort-24-38110-saint-jean-de-soudain-tdp406960;29988;2024;2014;4;Electrique;Automatique;38;2
Renault Mégane;https://www.autosphere.fr/fiche/auto-occasion-renault-megane-1-2-tce-130ch-energy-intens-edc-57500-saint-avold-232175;13499;2017;101500;7;Essence;Automatique;57;9
Volvo Xc40;https://www.autosphere.fr/fiche/auto-occasion-volvo-xc40-b3-163ch-ultra-dct-7-77144-montevrain-253114;39799;2025;12333;9;Essence;Automatique;77;1
Peugeot 2008;https://www.autosphere.fr/fiche-mixte/auto-occasion-peugeot-2008-1-2-puretech-130ch-s-s-allure-38000-grenoble-114448;14979;2008;25844;7;Essence;Manuelle;38;18
Citroen C5 Aircross;https://www.autosphere.fr/fiche-mixte/auto-occasion-citroen-c5-aircross-hybrid-225ch-shine-pack-e-eat8-63000-clermont-ferrand-1002577;22299;2021;53079;10;Hybride;Automatique;63;5
Peugeot 3008;https://www.autosphere.fr/fiche/auto-occasion-peugeot-3008-1-5-bluehdi-130ch-s-s-active-business-eat8-64000-pau-77491;16999;2021;121702;7;Diesel;Automatique;64;5
Mazda Mazda6;https://www.autosphere.fr/fiche-mixte/auto-occasion-mazda-mazda6-2-2-skyactiv-d-184ch-takumi-bva-evap-59260-hellemmes-lille-11222;25999;2021;33500;10;Diesel;Automatique;59;5
Dacia Duster;https://www.autosphere.fr/fiche4/auto-occasion-dacia-duster-1-6-hybrid-140ch-journey-38090-villefontaine-tdp406939;27787;2025;1091;5;Hybride;Automatique;38;1
Toyota Corolla;https://www.autosphere.fr/fiche/auto-occasion-toyota-corolla-1-8-140ch-design-my25-92000-nanterre-st43697669;29999;2025;6700;5;Hybride;Automatique;92;1
Peugeot 208;https://www.autosphere.fr/fiche-mixte/auto-occasion-peugeot-208-1-2-puretech-75ch-s-s-active-pack-38320-eybens-250779;12280;2022;15499;4;Essence;Manuelle;38;4
Lexus Nx;https://www.autosphere.fr/fiche/auto-occasion-lexus-nx-300h-4wd-luxe-euro6d-t-69410-champagne-au-mont-d-or-063815;25999;2018;110859;8;Hybride;Automatique;69;8
Peugeot 308 Sw;https://www.autosphere.fr/fiche/auto-occasion-peugeot-308-sw-1-5-bluehdi-130ch-s-s-active-eat8-37170-chambray-les-tours-700802;11299;2018;110946;6;Diesel;Automatique;37;8
Kia Sportage;https://www.autosphere.fr/fiche/auto-occasion-kia-sportage-1-6-t-gdi-210ch-hev-gt-line-bva6-59600-maubeuge-st43832301;39490;2025;9000;8;Hybride;Automatique;59;1
Toyota Proace;https://www.autosphere.fr/fiche-mixte/auto-occasion-toyota-proace-medium-75kwh-start-mc24-01120-dagneux-st41610610;32999;2024;6000;9;Electrique;Automatique;1;2
Renault Grand Scénic;https://www.autosphere.fr/fiche4/auto-occasion-renault-grand-scenic-1-7-blue-dci-120ch-business-7-places-70000-vesoul-24613;16989;2019;91438;6;Diesel;Manuelle;70;7
Opel Crossland X;https://www.autosphere.fr/fiche-mixte/auto-occasion-opel-crossland-x-1-2-turbo-130ch-elegance-bva-37540-saint-cyr-sur-loire-600089;16299;2022;31791;7;Essence;Automatique;37;4
Ford Puma;https://www.autosphere.fr/fiche/auto-occasion-ford-puma-1-0-ecoboost-125ch-mhev-titanium-59552-lambres-lez-douai-4221091;14999;2020;93476;6;Essence;Manuelle;59;6
Renault Trafic;https://www.autosphere.fr/fiche/auto-occasion-renault-trafic-l1h1-3t-2-0-blue-dci-130ch-confort-74100-annemasse-121999;24899;2023;51442;7;Diesel;Manuelle;74;3
Renault Twingo;https://www.autosphere.fr/fiche-mixte/auto-occasion-renault-twingo-e-tech-electric-authentic-r80-achat-integral-57000-metz-226556;10299;2022;12178;3;Electrique;Automatique;57;4
Citroen C3;https://www.autosphere.fr/fiche-mixte/auto-occasion-citroen-c3-1-2-puretech-83ch-s-s-shine-51100-reims-001572;13426;2023;13400;4;Essence;Manuelle;51;3
Fiat Tipo Cross;https://www.autosphere.fr/fiche4/auto-occasion-fiat-tipo-cross-1-6-multijet-130ch-s-s-plus-25300-pontarlier-663119;15478;2022;76300;7;Diesel;Manuelle;25;4
Nissan Qashqai;https://www.autosphere.fr/fiche4/auto-occasion-nissan-qashqai-1-3-mild-hybrid-158ch-tekna-xtronic-2022-38312-bourgoin-jallieu-326881;23979;2022;69701;8;Essence;Automatique;38;4
Renault Zoé;https://www.autosphere.fr/fiche/auto-occasion-renault-zoe-e-tech-business-charge-normale-r110-21-37170-chambray-les-tours-500303;12999;2021;20835;4;Electrique;Automatique;37;5
Peugeot 5008;https://www.autosphere.fr/fiche/auto-occasion-peugeot-5008-1-2-puretech-130ch-s-s-allure-pack-84000-avignon-59267;15999;2021;94220;7;Essence;Manuelle;84;5
Renault Clio;https://www.autosphere.fr/fiche-mixte/auto-occasion-renault-clio-1-0-tce-90ch-esprit-alpine-24-02000-laon-250594;20799;2025;3649;5;Essence;Manuelle;2;1
Peugeot 308 Sw;https://www.autosphere.fr/fiche/auto-occasion-peugeot-308-sw-1-5-bluehdi-130ch-s-s-active-pack-eat8-64200-bassussarry-49782;18999;2022;63403;7;Diesel;Automatique;64;4
Citroen C3;https://www.autosphere.fr/fiche4/auto-occasion-citroen-c3-1-2-hybride-110ch-max-69200-venissieux-617789;21990;2025;1312;5;Essence;Automatique;69;1
Peugeot 3008;https://www.autosphere.fr/fiche-mixte/auto-occasion-peugeot-3008-hybrid-225ch-gt-e-eat8-16430-champniers-127351;26589;2022;59507;10;Hybride;Automatique;16;4
Dacia Lodgy;https://www.autosphere.fr/fiche/auto-occasion-dacia-lodgy-1-2-tce-115ch-silver-line-euro6-7-places-59600-maubeuge-5019513;9299;2016;106985;6;Essence;Manuelle;59;10
Renault Captur;https://www.autosphere.fr/fiche/auto-occasion-renault-captur-1-6-e-tech-hybride-145ch-intens-21-62000-arras-451374;21499;2022;22916;5;Hybride;Automatique;62;4
Mini Cabrio;https://www.autosphere.fr/fiche/auto-occasion-mini-cabrio-cooper-136ch-edition-premium-plus-bva7-30000-nimes-2193554;27499;2022;59240;7;Essence;Automatique;30;4
Bmw X2;https://www.autosphere.fr/fiche-mixte/auto-occasion-bmw-x2-xdrive25ea-220ch-m-sport-x-euro6d-t-6cv-40990-mees-122330;33299;2022;16356;6;Hybride;Automatique;40;4
Bmw X1;https://www.autosphere.fr/fiche/auto-occasion-bmw-x1-sdrive18da-150ch-m-sport-euro6d-t-59650-villeneuve-d-ascq-2510660;22799;2018;111130;8;Diesel;Automatique;59;8
Mitsubishi Space Star;https://www.autosphere.fr/fiche/auto-occasion-mitsubishi-space-star-1-2-mivec-71ch-red-line-edition-2024-59223-roncq-511173;15499;2024;5;4;Essence;Manuelle;59;2
Peugeot 2008;https://www.autosphere.fr/fiche/auto-occasion-peugeot-2008-e-2008-136ch-gt-13300-salon-de-provence-36905;14999;2008;69789;4;Electrique;Automatique;13;18
Renault Twingo;https://www.autosphere.fr/fiche/auto-occasion-renault-twingo-e-tech-electric-zen-r80-achat-integral-21my-13100-aix-en-provence-881856;10999;2021;19015;2;Electrique;Automatique;13;5
Renault Twingo;https://www.autosphere.fr/fiche/auto-occasion-renault-twingo-1-0-sce-65ch-equilibre-51000-chalons-en-champagne-021868;13299;2022;8256;4;Essence;Manuelle;51;4
Bmw Série 3 Touring;https://www.autosphere.fr/fiche/auto-occasion-bmw-serie-3-touring-320ea-204ch-business-design-33700-merignac-2510034;26499;2022;98454;9;Hybride;Automatique;33;4
Renault Mégane;https://www.autosphere.fr/fiche-mixte/auto-occasion-renault-megane-e-tech-electric-ev60-220ch-techno-optimum-charge-13730-saint-victoret-46088;24299;2022;21177;4;Electrique;Automatique;13;4
Audi Q3;https://www.autosphere.fr/fiche-mixte/auto-occasion-audi-q3-35-tfsi-150ch-s-line-s-tronic-7-51100-reims-010747;44999;2024;4781;8;Essence;Automatique;51;2
Citroen C3;https://www.autosphere.fr/fiche-mixte/auto-occasion-citroen-c3-1-2-puretech-110ch-s-s-c-series-120-121g-08000-charleville-mezieres-349;11978;2023;29840;6;Essence;Manuelle;8;3
Peugeot 5008;https://www.autosphere.fr/fiche-mixte/auto-occasion-peugeot-5008-1-5-bluehdi-130ch-s-s-allure-pack-eat8-60005-beauvais-2016818;28299;2023;42000;7;Diesel;Automatique;60;3
Mercedes Eqb;https://www.autosphere.fr/fiche/auto-occasion-mercedes-eqb-250-190ch-79180-chauray-0553121930;42990;2025;10000;7;Electrique;Automatique;79;1
Renault Captur;https://www.autosphere.fr/fiche/auto-occasion-renault-captur-1-6-e-tech-hybride-145ch-evolution-13100-aix-en-provence-881690;19299;2023;57806;5;Hybride;Automatique;13;3
Renault Zoé;https://www.autosphere.fr/fiche/auto-occasion-renault-zoe-e-tech-evolution-charge-normale-r110-22b-73230-saint-alban-leysse-113351;15799;2022;25854;4;Electrique;Automatique;73;4
Audi Q4 Sportback E-Tron;https://www.autosphere.fr/fiche-mixte/auto-occasion-audi-q4-sportback-e-tron-45-e-tron-285ch-s-line-86000-poitiers-411460;43799;2024;29718;6;Electrique;Automatique;86;2
Renault Captur;https://www.autosphere.fr/fiche-mixte/auto-occasion-renault-captur-1-0-tce-90ch-evolution-02000-laon-250522;14999;2022;30256;5;Essence;Manuelle;2;4
Suzuki Swift;https://www.autosphere.fr/fiche/auto-occasion-suzuki-swift-1-2-hybrid-83ch-pack-37540-saint-cyr-sur-loire-170630;20290;2025;10;4;Essence;Manuelle;37;1
Renault Captur;https://www.autosphere.fr/fiche-mixte/auto-occasion-renault-captur-1-6-e-tech-full-hybrid-145ch-esprit-alpine-59850-nieppe-250788;28999;2025;23826;5;Hybride;Automatique;59;1
Dacia Duster;https://www.autosphere.fr/fiche/auto-occasion-dacia-duster-1-0-eco-g-100ch-journey-57400-buhl-lorraine-009489;23799;2025;5900;5;Gpl;Manuelle;57;1
Toyota Aygo X;https://www.autosphere.fr/fiche/auto-occasion-toyota-aygo-x-1-0-vvt-i-72ch-design-my24-92600-asnieres-sur-seine-003174;15990;2024;18223;4;Essence;Manuelle;92;2
Citroen C3;https://www.autosphere.fr/fiche-mixte/auto-occasion-citroen-c3-1-2-turbo-100ch-plus-64300-orthez-71423;16999;2025;16676;5;Essence;Manuelle;64;1
Peugeot 3008;https://www.autosphere.fr/fiche-mixte/auto-occasion-peugeot-3008-1-2-hybrid-145ch-allure-e-dcs6-60740-saint-maximin-1019962;37699;2025;5;7;Essence;Automatique;60;1
Volkswagen Golf;https://www.autosphere.fr/fiche4/auto-occasion-volkswagen-golf-1-0-tsi-110ch-bluemotion-technology-confortline-dsg7-5p-01000-bourg-en-bresse-125322;16450;2017;38087;5;Essence;Automatique;1;9
Mini Mini;https://www.autosphere.fr/fiche/auto-occasion-mini-mini-cooper-se-184ch-essential-bva-5cv-86000-poitiers-251130;17699;2022;40986;5;Electrique;Automatique;86;4
Suzuki S-Cross;https://www.autosphere.fr/fiche-mixte/auto-occasion-suzuki-s-cross-1-4-boosterjet-hybrid-129ch-style-my24-33700-merignac-9309;26690;2025;10;7;Essence;Manuelle;33;1
Peugeot 208;https://www.autosphere.fr/fiche-mixte/auto-occasion-peugeot-208-e-208-156ch-gt-73000-chambery-87338;37500;2024;100;4;Electrique;Automatique;73;2
Dacia Sandero;https://www.autosphere.fr/fiche-mixte/auto-occasion-dacia-sandero-1-0-eco-g-100ch-stepway-confort-22-02000-laon-250623;13999;2022;25864;5;Gpl;Manuelle;2;4
Kia Niro;https://www.autosphere.fr/fiche/auto-occasion-kia-niro-1-6-gdi-105ch-isg-electrique-43-5ch-design-dct6-62217-beaurains-63834;16999;2020;88716;5;Hybride;Automatique;62;6
Volkswagen T-Roc;https://www.autosphere.fr/fiche/auto-occasion-volkswagen-t-roc-1-5-etsi-150ch-r-line-dsg7-16430-champniers-vd0865;40680;2025;5000;8;Essence;Automatique;16;1
Mg Mg4;https://www.autosphere.fr/fiche-mixte/auto-occasion-mg-mg4-ev-170ch-51kwh-my23-51100-reims-001362;18471;2023;18800;4;Electrique;Automatique;51;3
Toyota C-Hr;https://www.autosphere.fr/fiche/auto-occasion-toyota-c-hr-122h-dynamic-2wd-e-cvt-rc18-64200-bassussarry-49807;19499;2018;34166;4;Hybride;Automatique;64;8
Mini Mini;https://www.autosphere.fr/fiche-mixte/auto-occasion-mini-mini-cooper-se-184ch-edition-premium-plus-bva-5cv-13100-aix-en-provence-919928;21999;2022;30878;5;Electrique;Automatique;13;4
Renault Captur;https://www.autosphere.fr/fiche-mixte/auto-occasion-renault-captur-1-6-e-tech-hybride-145ch-techno-fast-track-02000-laon-250690;21499;2023;43000;5;Hybride;Automatique;2;3
Peugeot 208;https://www.autosphere.fr/fiche-mixte/auto-occasion-peugeot-208-e-208-136ch-allure-13100-aix-en-provence-95197;14299;2022;59400;4;Electrique;Automatique;13;4
Renault Trafic;https://www.autosphere.fr/fiche/auto-occasion-renault-trafic-l1h1-3t-2-0-blue-dci-130ch-confort-e6e-62220-carvin-251209;26499;2024;30742;7;Diesel;Manuelle;62;2
Renault Arkana;https://www.autosphere.fr/fiche/auto-occasion-renault-arkana-1-3-tce-mild-hybrid-140ch-evolution-edc-22-59223-roncq-511175;18499;2023;72754;7;Essence;Automatique;59;3
Peugeot 3008;https://www.autosphere.fr/fiche/auto-occasion-peugeot-3008-hybrid-225ch-roadtrip-e-eat8-86000-poitiers-12092865;26999;2022;37320;10;Hybride;Automatique;86;4
Dacia Jogger;https://www.autosphere.fr/fiche/auto-occasion-dacia-jogger-1-0-eco-g-100ch-extreme-5-places-51100-reims-047763;15999;2022;40462;5;Gpl;Manuelle;51;4
Peugeot 208;https://www.autosphere.fr/fiche-mixte/auto-occasion-peugeot-208-1-2-hybrid-110ch-style-e-dcs6-13300-salon-de-provence-37161;21799;2025;3;5;Essence;Automatique;13;1
Peugeot 208;https://www.autosphere.fr/fiche-mixte/auto-occasion-peugeot-208-1-2-hybrid-100ch-active-e-dcs6-13100-aix-en-provence-95496;17999;2024;15788;5;Essence;Automatique;13;2
Dacia Sandero;https://www.autosphere.fr/fiche4/auto-occasion-dacia-sandero-1-5-blue-dci-95ch-stepway-01000-bourg-en-bresse-160425;11880;2020;89007;5;Diesel;Manuelle;1;6
Opel Mokka;https://www.autosphere.fr/fiche-mixte/auto-occasion-opel-mokka-1-2-turbo-130ch-elegance-bva8-01120-dagneux-091711;17799;2023;21385;7;Essence;Automatique;1;3
Renault Mégane;https://www.autosphere.fr/fiche/auto-occasion-renault-megane-e-tech-electric-220ch-techno-autonomie-confort-24-59470-wormhout-250763;33599;2025;5080;4;Electrique;Automatique;59;1
Renault Captur;https://www.autosphere.fr/fiche/auto-occasion-renault-captur-1-6-e-tech-full-hybrid-145ch-evolution-51100-reims-948329;25999;2025;11895;5;Hybride;Automatique;51;1
Ford Focus Active;https://www.autosphere.fr/fiche-mixte/auto-occasion-ford-focus-active-1-0-flexifuel-mhev-125ch-active-style-92220-bagneux-41493;17899;2022;19095;6;Essence;Manuelle;92;4
Opel Corsa;https://www.autosphere.fr/fiche-mixte/auto-occasion-opel-corsa-1-2-turbo-hybrid-100ch-edition-e-bva6-37540-saint-cyr-sur-loire-600180;19999;2025;13357;5;Essence;Automatique;37;1
Renault Captur;https://www.autosphere.fr/fiche/auto-occasion-renault-captur-1-6-e-tech-full-hybrid-145ch-techno-94000-creteil-100114;26499;2025;11846;5;Hybride;Automatique;94;1
Mercedes Classe A;https://www.autosphere.fr/fiche4/auto-occasion-mercedes-classe-a-250-e-hybrid-eq-163-109ch-amg-line-8g-dct-02100-saint-quentin-q410104;36990;2025;44626;9;Hybride;Automatique;2;1
Renault Zoé;https://www.autosphere.fr/fiche/auto-occasion-renault-zoe-e-tech-limited-charge-normale-r110-achat-integral-59850-nieppe-250773;15999;2021;46813;4;Electrique;Automatique;59;5
Peugeot 108;https://www.autosphere.fr/fiche-mixte/auto-occasion-peugeot-108-vti-72-style-s-s-4cv-5p-38000-grenoble-115725;10439;2021;29252;4;Essence;Manuelle;38;5
Peugeot Rifter;https://www.autosphere.fr/fiche/auto-occasion-peugeot-rifter-bluehdi-130ch-s-s-standard-allure-60005-beauvais-2016876;21299;2020;74655;7;Diesel;Manuelle;60;6
Renault Captur;https://www.autosphere.fr/fiche/auto-occasion-renault-captur-0-9-tce-90ch-energy-intens-59223-roncq-512163;11999;2017;50237;5;Essence;Manuelle;59;9
Dacia Jogger;https://www.autosphere.fr/fiche/auto-occasion-dacia-jogger-1-0-eco-g-100ch-sl-extreme-5-places-62218-loison-sous-lens-251106;18299;2023;23569;5;Gpl;Manuelle;62;3
Citroen C3;https://www.autosphere.fr/fiche/auto-occasion-citroen-c3-1-2-puretech-83ch-s-s-c-series-123g-86000-poitiers-12092694;10999;2022;30045;4;Essence;Manuelle;86;4
Peugeot 2008;https://www.autosphere.fr/fiche-mixte/auto-occasion-peugeot-2008-1-5-bluehdi-130ch-s-s-allure-pack-eat8-16430-champniers-128356;22499;2008;31745;7;Diesel;Automatique;16;18
Peugeot 3008;https://www.autosphere.fr/fiche/auto-occasion-peugeot-3008-1-2-hybrid-136ch-allure-e-dcs6-63200-riom-2000460;31499;2025;17732;7;Essence;Automatique;63;1
Citroen C3;https://www.autosphere.fr/fiche-mixte/auto-occasion-citroen-c3-1-2-puretech-110ch-s-s-shine-eat6-79000-niort-1242810;16299;2023;11348;6;Essence;Automatique;79;3
Peugeot Boxer;https://www.autosphere.fr/fiche-mixte/auto-occasion-peugeot-boxer-l2h2-3-5-140ch-s-s-bva8-51530-dizy-cr306890;35989;2025;10;7;Diesel;Automatique;51;1
Peugeot 208;https://www.autosphere.fr/fiche-mixte/auto-occasion-peugeot-208-1-2-100ch-s-s-style-86100-chatellerault-103141;17799;2025;14379;5;Essence;Manuelle;86;1
Renault Trafic;https://www.autosphere.fr/fiche4/auto-occasion-renault-trafic-l2h1-3t-2-0-blue-dci-150ch-cabine-approfondie-confort-26000-valence-442442;25400;2022;92760;7;Diesel;Manuelle;26;4
Renault Twingo;https://www.autosphere.fr/fiche/auto-occasion-renault-twingo-1-0-sce-65ch-equilibre-74200-thonon-les-bains-049230;12499;2022;20348;4;Essence;Manuelle;74;4
Renault Captur;https://www.autosphere.fr/fiche/auto-occasion-renault-captur-1-5-blue-dci-115ch-intens-edc-59850-nieppe-250565;16799;2020;91148;6;Diesel;Automatique;59;6
Dacia Sandero;https://www.autosphere.fr/fiche/auto-occasion-dacia-sandero-1-0-eco-g-100ch-15-ans-57180-terville-242400;11999;2020;69498;5;Gpl;Manuelle;57;6
Nissan Juke;https://www.autosphere.fr/fiche4/auto-occasion-nissan-juke-1-0-dig-t-114ch-enigma-dct-2021-69200-venissieux-617664;17980;2021;46026;6;Essence;Automatique;69;5
Peugeot 208;https://www.autosphere.fr/fiche/auto-occasion-peugeot-208-1-2-puretech-75ch-s-s-style-60200-compiegne-3014337;11299;2022;68980;4;Essence;Manuelle;60;4
Renault Mégane;https://www.autosphere.fr/fiche4/auto-occasion-renault-megane-e-tech-electric-ev60-220ch-techno-optimum-charge-26000-valence-600156;23900;2023;48756;4;Electrique;Automatique;26;3
Renault Clio;https://www.autosphere.fr/fiche/auto-occasion-renault-clio-1-0-tce-90ch-intens-21-37170-chambray-les-tours-500305;14499;2021;38040;5;Essence;Manuelle;37;5
Audi Q2;https://www.autosphere.fr/fiche-mixte/auto-occasion-audi-q2-35-tfsi-150ch-design-s-tronic-7-86000-poitiers-6283;35990;2025;9000;8;Essence;Automatique;86;1
Dacia Sandero;https://www.autosphere.fr/fiche/auto-occasion-dacia-sandero-1-0-sce-65ch-expression-51530-magenta-250771;13490;2022;11091;4;Essence;Manuelle;51;4
Mercedes Gla;https://www.autosphere.fr/fiche-mixte/auto-occasion-mercedes-gla-250-e-hybrid-eq-218ch-amg-line-8g-dct-60740-saint-maximin-125190;44899;2025;25368;9;Hybride;Automatique;60;1
Renault Clio;https://www.autosphere.fr/fiche4/auto-occasion-renault-clio-1-6-e-tech-hybride-140ch-intens-21n-69400-arnas-915374;16490;2022;20000;5;Hybride;Automatique;69;4
Renault Clio;https://www.autosphere.fr/fiche/auto-occasion-renault-clio-1-0-tce-90ch-intens-21n-77100-nanteuil-les-meaux-037242;13499;2022;82376;5;Essence;Manuelle;77;4
Ford Explorer;https://www.autosphere.fr/fiche/auto-occasion-ford-explorer-286ch-77kwh-extended-range-pack-premium-rwd-78310-coignieres-14430;37999;2024;9300;6;Electrique;Automatique;78;2
Renault Arkana;https://www.autosphere.fr/fiche4/auto-occasion-renault-arkana-1-3-tce-mild-hybrid-140ch-evolution-edc-22-26000-valence-442352;20900;2022;29874;7;Essence;Automatique;26;4
Dacia Duster;https://www.autosphere.fr/fiche4/auto-occasion-dacia-duster-1-5-blue-dci-115ch-prestige-4x2-70000-vesoul-24698;20480;2022;28935;6;Diesel;Manuelle;70;4
Toyota Yaris Cross;https://www.autosphere.fr/fiche/auto-occasion-toyota-yaris-cross-130h-design-my25-37170-chambray-les-tours-500254;26999;2025;10;5;Hybride;Automatique;37;1
Mercedes Eqb;https://www.autosphere.fr/fiche-mixte/auto-occasion-mercedes-eqb-250-190ch-amg-line-51470-saint-memmie-r113205;32490;2022;46316;8;Electrique;Automatique;51;4
Peugeot 2008;https://www.autosphere.fr/fiche-mixte/auto-occasion-peugeot-2008-e-2008-136ch-gt-pack-01100-bellignat-128602;17979;2008;51428;4;Electrique;Automatique;1;18
Mitsubishi Eclipse Cross;https://www.autosphere.fr/fiche-mixte/auto-occasion-mitsubishi-eclipse-cross-2-4-mivec-phev-188ch-business-4wd-60740-saint-maximin-1019878;29499;2024;5;5;Hybride;Automatique;60;2
Peugeot 2008;https://www.autosphere.fr/fiche-mixte/auto-occasion-peugeot-2008-1-2-hybrid-145ch-allure-e-dcs6-13300-salon-de-provence-37099;29599;2008;6;7;Essence;Automatique;13;18
